State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
NC,Chatham,Chatham Co.,3/24/19,,"$7,548","$4,048",,"$3,500",,,$548,,,,,"$3,500",,NC,Chatham,Chatham Co.,,"$1,567","$1,100",,$467,,,,,,,,"$1,100",,NC,Chatham,Chatham Co.,,$300,,,$300,,,,,,,,,,NC,Chatham,Chatham Co.,,$300,,,$300,,,,,,,,,,NC,Chatham,Chatham Co.,,$300,,,$300,,,,,,,,,,,,,,,,,,,,,,
NC,Durham,Durham,3/24/19,,"$6,615","$3,615",$968,"$1,870","$1,130",,$647,,,,,"$2,000",,NC,Durham,Durham,,"$2,410","$1,956",$288,$302,$152,,$513,,,,,"$1,155",,NC,Durham,Durham,,"$3,833","$3,450","$3,450",$223,$160,,,,,,,,,NC,Durham,Durham,,"$2,089","$1,706","$1,706",$223,$160,,,,,,,,,NC,Durham,Durham,,"$1,092",$709,$709,$223,$160,,,,,,,,,,,,,,,,,,,,,
NC,Orange,Orange Co.,3/24/19,,,,,,,,,,,,,,,NC,Orange,Orange Co.,,,,,,,,,,,,,,,NC,Orange,Orange Co.,,,,,,,,,,,,,,,NC,Orange,Orange Co.,,,,,,,,,,,,,,,NC,Orange,Orange Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Wake,Cary,3/24/19,,"$5,425","$1,573","$1,573","$1,586","$2,266",,,,,,,,,NC,Wake,Cary,,"$3,998",$975,$975,"$1,255","$1,768",,,,,,,,,NC,Wake,Cary,,"$2,068","$1,637","$1,637",$181,$250,,,,,,,,,NC,Wake,Cary,,"$2,434","$2,113","$2,113",$135,$186,,,,,,,,,NC,Wake,Cary,,"$1,649","$1,238","$1,238",$220,$191,,,,,,,,,,,,,,,,,,,,,
NC,Wake,Raleigh,3/24/19,,"$8,501","$4,606","$1,867","$1,373","$2,522",,"$1,257",,,,,,"$1,482",NC,Wake,Raleigh,,"$6,882","$2,987","$1,248","$1,373","$2,522",,$664,,,,,,"$1,075",NC,Wake,Raleigh,,"$12,769","$3,031","$3,031","$3,433","$6,305",,,,,,,,,NC,Wake,Raleigh,,"$99,686","$2,311","$2,311","$34,325","$63,050",,,,,,,,,NC,Wake,Raleigh,,"$98,836","$1,461","$1,461","$34,325","$63,050",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,Lancaster,Lincoln,3/4/19,,"$4,836","$2,891","$2,546","$1,301",$644,,$345,,,,,,,NE,Lancaster,Lincoln,,"$2,030","$1,756","$1,550",$202,$72,,$206,,,,,,,NE,Lancaster,Lincoln,,"$3,578","$3,370","$3,370",$139,$69,,,,,,,,,NE,Lancaster,Lincoln,,"$3,938","$3,730","$3,730",$139,$69,,,,,,,,,NE,Lancaster,Lincoln,,"$2,498","$2,290","$2,290",$139,$69,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,Hillsborough,Manchester,3/24/19,,"$5,160","$5,160",,,,,,,$571,,,"$4,589",,NH,Hillsborough,Manchester,,"$3,637","$3,637",,,,,,,$512,,,"$3,125",,NH,Hillsborough,Manchester,,,,,,,,,,$530,,,,,NH,Hillsborough,Manchester,,,,,,,,,,$200,,,,,NH,Hillsborough,Manchester,,,,,,,,,,$50,,,,,,,,,,,,,,,,,
NH,Merrimack,Concord,3/24/19,,"$5,022","$5,022","$2,002",,,,$960,,,,,"$2,060",,NH,Merrimack,Concord,,"$3,204",,"$2,110",,,,"$1,094",,,,,,,NH,Merrimack,Concord,,"$4,314",,"$3,650",,,,$664,,,,,,,NH,Merrimack,Concord,,"$1,700",,"$1,700",,,,,,,,,,,NH,Merrimack,Concord,,"$1,090",,"$1,090",,,,,,,,,,,,,,,,,,,,,,,
NH,Rockingham,Salem,3/24/19,,"$5,532","$5,532",,,,,"$1,014",,$498,$202,,"$4,250",,NH,Rockingham,Salem,,"$2,923","$2,923",,,,,$659,,$641,$204,,"$2,223",,NH,Rockingham,Salem,,$560,$560,,,,,,,$420,$140,,,,NH,Rockingham,Salem,,$540,$540,,,,,,,$370,$170,,,,NH,Rockingham,Salem,,$270,$270,,,,,,,$70,$200,,,,,,,,,,,,,,,,
NH,Rockingham,Fremont,3/24/19,,"$3,761","$3,761",,,,,,,,,,"$3,761",,NH,Rockingham,Fremont,,"$2,438","$2,438",,,,,,,,,,"$2,438",,NH,Rockingham,Fremont,,,,,,,,,,,,,,,NH,Rockingham,Fremont,,,,,,,,,,,,,,,NH,Rockingham,Fremont,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Bernalillo,Albuquerque,2/16/19,,"$8,238","$2,580","$1,119","$3,233","$2,425",$188,"$1,120",,$106,$46,,,,NM,Bernalillo,Albuquerque,,"$2,014","$1,255",$519,$503,$256,$47,$605,,$58,$26,,,,NM,Bernalillo,Albuquerque,,"$1,868","$1,384","$1,127",$276,$207,$117,,,$98,$42,,,,NM,Bernalillo,Albuquerque,,"$1,821","$1,338","$1,127",$276,$207,$70,,,$98,$42,,,,NM,Bernalillo,Albuquerque,,"$1,128",$644,$470,$276,$207,$117,,,$15,$42,,,,,,,,,,,,,,,,
NM,Bernalillo,Bernalillo Co,2/16/19,,"$11,074","$11,074","$2,837",,,"$5,360","$2,035",,$842,,,,,NM,Bernalillo,Bernalillo Co,,"$9,304","$9,304","$1,982",,,"$5,360","$1,372",,$590,,,,,NM,Bernalillo,Bernalillo Co,,"$5,029","$5,029","$1,675",,,"$2,494",,,$860,,,,,NM,Bernalillo,Bernalillo Co,,"$6,451","$6,451","$3,287",,,"$2,494",,,$670,,,,,NM,Bernalillo,Bernalillo Co,,"$5,301","$5,301","$2,077",,,"$2,494",,,$730,,,,,,,,,,,,,,,,,
NM,Dona Ana,Las Cruces,2/16/19,,"$4,466",$835,,"$2,271","$1,360",,,,,$835,,,,NM,Dona Ana,Las Cruces,,"$35,274",$552,,"$34,495",$227,,,,,$552,,,,NM,Dona Ana,Las Cruces,,"$1,618",,,$387,$218,,,,,"$1,014",,,,NM,Dona Ana,Las Cruces,,"$1,001",,,$387,$218,,,,,$397,,,,NM,Dona Ana,Las Cruces,,$854,,,$387,$218,,,,,$250,,,,,,,,,,,,,,,,
NM,Lincoln,Ruidoso,2/16/19,,$0,,,,,,,,,,,,,NM,Lincoln,Ruidoso,,$0,,,,,,,,,,,,,NM,Lincoln,Ruidoso,,$0,,,$0,$0,,,,,,,,,NM,Lincoln,Ruidoso,,$0,,,$0,$0,,,,,,,,,NM,Lincoln,Ruidoso,,$0,,,$0,$0,,,,,,,,,,,,,,,,,,,,,
NM,Sandoval,Rio Rancho,2/16/19,,"$14,179","$8,791","$3,118","$3,389","$1,999","$4,465",$815,,,$358,,,$35,NM,Sandoval,Rio Rancho,,"$5,758","$4,634","$2,185",$791,$333,"$1,465",$702,,,$255,,,$27,NM,Sandoval,Rio Rancho,,"$5,179","$2,349","$1,729",$271,"$2,559",$394,,,,$220,,,$6,NM,Sandoval,Rio Rancho,,"$4,659","$1,829",$749,$271,"$2,559",$394,,,,$670,,,$16,NM,Sandoval,Rio Rancho,,"$3,719",$889,$473,$271,"$2,559",$394,,,,$20,,,$2,,,,,,,,,,,,,
NM,Santa Fe,Santa Fe,2/16/19,,"$4,719",,"$2,949",,,,"$1,443",,$230,$97,,,,NM,Santa Fe,Santa Fe,,"$3,509",,"$1,855",,,,"$1,350",,$214,$90,,,,NM,Santa Fe,Santa Fe,,"$6,268","$6,268","$5,723",,,,,,$384,$161,,,,NM,Santa Fe,Santa Fe,,"$3,687","$3,687","$3,431",,,,,,$180,$76,,,,NM,Santa Fe,Santa Fe,,"$2,762","$2,762","$2,651",,,,,,$78,$33,,,,,,,,,,,,,,,,
NM,Santa Fe,Santa Fe County,2/16/19,,$550,$550,,,,,,,$550,,,,,NM,Santa Fe,Santa Fe County,,$275,$275,,,,,,,$275,,,,,NM,Santa Fe,Santa Fe County,,$460,$460,,,,,,,$460,,,,,NM,Santa Fe,Santa Fe County,,$335,$335,,,,,,,$335,,,,,NM,Santa Fe,Santa Fe County,,$460,$460,,,,,,,$460,,,,,,,,,,,,,,,,,
NM,Valencia,Los Lunas,2/16/19,,"$5,054","$2,171",,"$1,128","$1,755",,"$2,171",,,,,,,NM,Valencia,Los Lunas,,"$2,457","$1,963",,$234,$260,,"$1,963",,,,,,,NM,Valencia,Los Lunas,,$461,,,$181,$281,,,,,,,,,NM,Valencia,Los Lunas,,$461,,,$181,$281,,,,,,,,,NM,Valencia,Los Lunas,,$461,,,$181,$281,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Churchill,Churchill County,2/16/19,,"$4,200","$4,200","$2,300",,,,"$1,000",,,,,$900,,NV,Churchill,Churchill County,,"$4,200","$4,200","$2,300",,,,"$1,000",,,,,$900,,NV,Churchill,Churchill County,,,,,,,,,,,,,,,NV,Churchill,Churchill County,,,,,,,,,,,,,,,NV,Churchill,Churchill County,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Clark,Las Vegas,2/16/19,,$195,$195,$195,,,,,,,,,,,NV,Clark,Las Vegas,,$135,$135,$135,,,,,,,,,,,NV,Clark,Las Vegas,,$271,$271,$271,,,,,,,,,,,NV,Clark,Las Vegas,,$183,$183,$183,,$0,,,,,,,,$0,NV,Clark,Las Vegas,,$112,$112,$112,,$0,,,,,,,,$0,,,,,,,,,,,,,
NV,Clark,Mesquite,2/16/19,,$51,$51,$51,,,,,,,,,,,NV,Clark,Mesquite,,$34,$34,$34,,,,,,,,,,,NV,Clark,Mesquite,,$30,$30,$30,,,,,,,,,,,NV,Clark,Mesquite,,$32,$32,$32,,,,,,,,,,$0,NV,Clark,Mesquite,,$48,$48,$48,,,,,,,,,,$0,,,,,,,,,,,,,
NV,Washoe,Reno,2/16/19,,"$5,221","$5,221","$4,221",,,,"$1,000",,,,,,,NV,Washoe,Reno,,"$3,742","$3,742","$2,742",,,,"$1,000",,,,,,,NV,Washoe,Reno,,"$7,546","$7,546","$7,546",,,,,,,,,,,NV,Washoe,Reno,,"$3,265","$3,265","$3,265",,,,,,,,,,,NV,Washoe,Reno,,"$2,063","$2,063","$2,063",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Butler,Middletown,3/24/19,,$500,$500,,,,,$500,,,,,,,OH,Butler,Middletown,,$500,$500,,,,,$500,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Delaware,Delaware (city),3/24/19,,"$13,103","$2,068",,"$5,650","$5,385",,"$1,226",,$314,$162,$366,,,OH,Delaware,Delaware (city),,"$3,511","$1,295",,"$1,318",$898,,$767,,$197,$101,$230,,,OH,Delaware,Delaware (city),,"$2,960","$1,194",,$904,$862,,,,$389,$456,$349,,,OH,Delaware,Delaware (city),,"$3,096","$1,330",,$904,$862,,,,$574,$240,$516,,,OH,Delaware,Delaware (city),,"$2,583",$817,,$904,$862,,,,$359,$135,$323,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Cleveland,Moore,3/24/19,,"$1,347",$647,$647,,$700,,,,,,,,,OK,Cleveland,Moore,,"$1,347",$647,$647,,$700,,,,,,,,,OK,Cleveland,Moore,,$250,$250,$250,,,,,,,,,,,OK,Cleveland,Moore,,$250,$250,$250,,,,,,,,,,,OK,Cleveland,Moore,,$360,$360,$360,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Clackamas,Clackamas Co.,2/17/19,,"$16,550","$10,792","$4,374",$205,"$5,553",,"$6,418",,,,,,,OR,Clackamas,Clackamas Co.,,"$9,595","$8,622","$3,056",$48,$925,,"$5,566",,,,,,,OR,Clackamas,Clackamas Co.,,"$11,553",,"$10,665",,$888,,,,,,,,,OR,Clackamas,Clackamas Co.,,"$5,684","$4,796","$4,796",,$888,,,,,,,$0,,OR,Clackamas,Clackamas Co.,,"$2,824","$1,936","$1,936",,$888,,,,,,,$0,,,,,,,,,,,,,,
OR,Clackamas,West Linn,2/17/19,,"$36,351","$23,145","$8,830","$9,425","$3,781","$1,005","$11,535",,,,,,"$1,775",OR,Clackamas,West Linn,,"$10,412","$8,156",,"$2,199",$57,,"$8,156",,,,,,,OR,Clackamas,West Linn,,"$2,683",$690,,"$1,388",$605,$690,,,,,,,,OR,Clackamas,West Linn,,"$2,683",$690,,"$1,388",$605,$690,,,,,,,,OR,Clackamas,West Linn,,"$2,683",$690,$0,"$1,388",$605,$690,,,,,,,$0,,,,,,,,,,,,,
OR,Deschutes,Bend,2/17/19,,"$24,921","$14,749","$6,800","$5,377","$4,795",,"$7,949",,,,,,,OR,Deschutes,Bend,,"$12,591","$11,648","$4,179",$831,$112,,"$7,469",,,,,,,OR,Deschutes,Bend,,"$15,108","$13,372","$13,372",$538,"$1,199",,,,,,,,,OR,Deschutes,Bend,,"$6,656","$4,920","$4,920",$538,"$1,199",,,,,,,,,OR,Deschutes,Bend,,"$8,338","$6,602","$6,602",$538,"$1,199",,,,,,,,,,,,,,,,,,,,,
OR,Josephine,Grants Pass,2/17/19,,"$13,442","$6,330","$1,124","$3,251","$3,861","$4,327",$879,,,,,,,OR,Josephine,Grants Pass,,"$7,341","$1,619",$740,"$3,251","$2,471",,$879,,,,,,,OR,Josephine,Grants Pass,,"$5,368","$4,229","$4,229",$521,$618,,,,,,,,,OR,Josephine,Grants Pass,,"$2,314","$1,175","$1,175",$521,$618,,,,,,,,,OR,Josephine,Grants Pass,,"$1,668",$529,$529,$521,$618,,,,,,,,,,,,,,,,,,,,,
OR,Lane,Eugene,2/17/19,,"$8,840","$8,186","$3,272",,$654,$668,"$4,246",,,,,,,OR,Lane,Eugene,,"$6,917","$6,856","$1,879",,$61,"$2,292","$2,686",,,,,,,OR,Lane,Eugene,,"$13,727","$13,622","$10,917",,$105,"$2,292",$413,,,,,,,OR,Lane,Eugene,,"$8,422","$8,317","$4,892",,$105,"$2,292","$1,134",,,,,,,OR,Lane,Eugene,,"$6,168","$6,063","$3,078",,$105,"$2,292",$694,,,,,,,,,,,,,,,,,,,
OR,Lane,Springfield,2/17/19,,"$13,891","$7,905","$1,969",,"$5,985","$2,216","$3,721",,,,,,,OR,Lane,Springfield,,"$7,154","$5,387",$984,,"$1,767","$1,108","$3,295",,,,,,,OR,Lane,Springfield,,"$4,075","$3,117","$1,851",,$958,"$1,266",,,,,,,,OR,Lane,Springfield,,"$3,923","$2,965","$1,699",,$958,"$1,266",,,,,,,,OR,Lane,Springfield,,"$65,008","$4,050","$2,151",,"$60,958","$1,899",,,,,,,,,,,,,,,,,,,,
OR,Marion,Salem,2/17/19,,"$15,890","$7,176","$1,954","$4,905","$3,809",$609,"$4,613",,,,,,,OR,Marion,Salem,,"$6,568","$4,789","$1,372","$1,145",$635,$400,"$3,017",,,,,,,OR,Marion,Salem,,"$10,247","$9,167","$8,767",$540,$540,$400,,,,,,,,OR,Marion,Salem,,"$3,727","$2,648","$2,248",$540,$540,$400,,,,,,,,OR,Marion,Salem,,"$5,580","$1,823","$1,423","$3,217",$540,$400,,,,,,,,,,,,,,,,,,,,
OR,Marion,Silverton,2/17/19,,"$20,818","$10,062","$4,096","$5,641","$5,115",$898,"$5,068",,,,,,,OR,Marion,Silverton,,"$6,394","$4,949",,$877,$568,$898,"$4,051",,,,,,,OR,Marion,Silverton,,"$1,159",$0,,$612,$547,,,,,,,,,OR,Marion,Silverton,,"$1,159",$0,,$612,$547,$0,,,,,,,,OR,Marion,Silverton,,"$1,159",$547,,$612,$547,$0,,,,,,,,,,,,,,,,,,,,
OR,Multnomah,Portland,2/17/19,,"$27,511","$18,257","$5,236","$2,808","$6,446","$1,105","$11,916",,,,,,,OR,Multnomah,Portland,,"$17,573","$11,762","$2,577",$655,"$5,156",$456,"$8,729",,,,,,,OR,Multnomah,Portland,,"$15,538","$14,086","$11,690",$421,"$1,031",$456,"$1,940",,,,,,,OR,Multnomah,Portland,,"$9,668","$8,216","$5,410",$421,"$1,031",$456,"$2,350",,,,,,,OR,Multnomah,Portland,,"$6,593","$5,141","$3,510",$421,"$1,031",$456,"$1,175",,,,,,,,,,,,,,,,,,,
OR,Washington,Tigard,2/17/19,,"$42,569","$27,373","$16,458","$9,546","$5,650",,"$8,316",,,,,"$2,600",,OR,Washington,Tigard,,"$27,079","$17,591","$10,217","$3,838","$5,650",,"$6,074",,,,,"$1,300",,OR,Washington,Tigard,,"$20,430","$13,106","$11,955","$1,674","$5,650",,$501,,,,,$650,,OR,Washington,Tigard,,"$18,263","$10,939","$9,137","$1,674","$5,650",,"$1,152",,,,,$650,,OR,Washington,Tigard,,"$14,652","$7,328","$6,177","$1,674","$5,650",,$501,,,,,$650,,,,,,,,,,,,,,
OR,Washington,Washington Co,2/17/19,,"$20,236","$9,236","$8,706",,"$11,000",$530,,,,,,,,OR,Washington,Washington Co,,"$15,026","$6,226","$5,696",,"$8,800",$530,,,,,,,,OR,Washington,Washington Co,,"$14,245","$12,485","$11,955",,"$1,760",$530,,,,,,,,OR,Washington,Washington Co,,"$11,427","$9,667","$9,137",,"$1,760",$530,,,,,,,,OR,Washington,Washington Co,,"$8,467","$6,707","$6,177",,"$1,760",$530,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Montgomery,Towamencin Twp,3/24/19,,"$2,198","$2,198","$2,198",,$946,,"$1,000",,,,,,$250,PA,Montgomery,Towamencin Twp,,"$1,362","$1,362","$1,362",,$788,$583,"$1,000",,,,,,$250,PA,Montgomery,Towamencin Twp,,"$5,109","$5,109","$5,109",,$189,$161,$500,,,,,,$300,PA,Montgomery,Towamencin Twp,,"$6,549","$3,274","$3,274",,$316,$161,$500,,,,,,$300,PA,Montgomery,Towamencin Twp,,"$2,154","$2,154","$2,154",,$95,$161,$500,,,,,,$300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Beaufort,Beaufort Co,3/24/19,,"$2,811","$2,811","$1,126",,,,$627,$553,$505,,,,,SC,Beaufort,Beaufort Co,,"$2,392","$2,392",$791,,,,$627,$553,$421,,,,,SC,Beaufort,Beaufort Co,,"$2,374","$2,374","$2,319",,,,,,$55,,,,,SC,Beaufort,Beaufort Co,,"$1,320","$1,320","$1,265",,,,,,$55,,,,,SC,Beaufort,Beaufort Co,,$945,$945,$890,,,,,,$55,,,,,,,,,,,,,,,,,
SC,Beaufort,Hilton Head,3/24/19,,"$8,562","$3,122","$1,942","$2,400","$3,040",,$627,$553,,,,,,SC,Beaufort,Hilton Head,,"$7,911","$2,471","$1,291","$2,400","$3,040",,$627,$553,,,,,,SC,Beaufort,Hilton Head,,"$6,506","$5,636","$5,636",$384,$486,,,,,,,,,SC,Beaufort,Hilton Head,,"$4,123","$3,253","$3,253",$384,$486,,,,,,,,,SC,Beaufort,Hilton Head,,"$2,355","$1,485","$1,485",$384,$486,,,,,,,,,,,,,,,,,,,,,
SC,Berkeley,Mt. Pleasant,3/24/19,,"$8,291","$1,791",$958,"$2,000","$4,500",,$358,,$231,$60,,,$184,SC,Berkeley,Mt. Pleasant,,"$2,599","$1,382",$664,$467,$750,,$358,,$231,$69,,,$60,SC,Berkeley,Mt. Pleasant,,"$4,187","$3,280","$2,840",$187,$720,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$2,447","$1,540","$1,100",$187,$720,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$1,957","$1,050",$700,$187,$720,,,,$190,$30,,,$130,,,,,,,,,,,,,
TN,Rutherford,La Vergne,3/24/19,,"$5,045","$2,695",$884,$500,"$1,850",,$311,,,,,,"$1,500",TN,Rutherford,La Vergne,,"$4,751","$2,289",$543,$587,"$1,875",,$246,,,,,,"$1,500",TN,Rutherford,La Vergne,,"$1,318",$942,$942,$80,$296,,,,,,,,,TN,Rutherford,La Vergne,,"$1,681","$1,305","$1,305",$80,$296,,,,,,,,,TN,Rutherford,La Vergne,,"$1,234",$858,$858,$80,$296,,,,,,,,,,,,,,,,,,,,,
TN,Rutherford,Smyrna,3/24/19,,"$4,208","$4,208","$1,567",,,,$722,,$419,,,,"$1,500",TN,Rutherford,Smyrna,,"$3,324","$3,324",$892,,,,$589,,$343,,,,"$1,500",TN,Rutherford,Smyrna,,"$3,791","$3,791","$2,445",,,,,,"$1,346",,,,,TN,Rutherford,Smyrna,,"$3,029","$3,029","$2,435",,,,,,$594,,,,,TN,Rutherford,Smyrna,,"$1,652","$1,652","$1,495",,,,,,$157,,,,,,,,,,,,,,,,,
TN,Sumner,Portland,3/24/19,,"$3,065","$3,065",,,,,"$1,228",,,,,"$1,400",$437,TN,Sumner,Portland,,"$1,931","$1,931",,,,,$907,,,,,$700,$324,TN,Sumner,Portland,,,,,,,,,,,,,,$400,TN,Sumner,Portland,,,,,,,,,,,,,,$400,TN,Sumner,Portland,,$400,$400,,,,,,,,,,,$400,,,,,,,,,,,,,
TN,Sumner,White House,3/24/19,,"$1,525","$1,525",$38,,,,$40,,$19,$28,,"$1,400",,TN,Sumner,White House,,$779,$779,$26,,,,$25,,$12,$17,,$700,,TN,Sumner,White House,,$289,$289,$155,,,,,,$53,$81,,,,TN,Sumner,White House,,$155,$155,$93,,,,,,$25,$37,,,,TN,Sumner,White House,,$58,$58,$28,,,,,,$12,$18,,,,,,,,,,,,,,,,
TN,Williamson,Franklin,3/24/19,,"$14,324","$8,691","$4,911","$2,089","$3,544",,,,,,,,"$3,780",TN,Williamson,Franklin,,"$9,328","$4,822","$3,112","$1,671","$2,835",,,,,,,,"$1,710",TN,Williamson,Franklin,,"$10,241","$8,664","$6,484",$585,$992,,,,,,,,"$2,180",TN,Williamson,Franklin,,"$8,389","$6,812","$4,632",$585,$992,,,,,,,,"$2,180",TN,Williamson,Franklin,,"$7,393","$5,816","$3,636",$585,$992,,,,,,,,"$2,180",,,,,,,,,,,,,
TN,Williamson,Nolensville,3/24/19,,"$9,188","$9,188","$4,594",,,,,,,,,,"$4,594",TN,Williamson,Nolensville,,"$4,881","$4,881","$2,527",,,,,,,,,,"$2,354",TN,Williamson,Nolensville,,"$2,249","$2,249","$1,424",,,,,,,,,,$825,TN,Williamson,Nolensville,,"$12,563","$12,563","$2,619",,,,,,,,,,"$9,944",TN,Williamson,Nolensville,,"$2,055","$2,055","$1,470",,,,,,,,,,$585,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Brazos,College Station,7/20/19,,"$7,021","$3,521","$1,500",$500,"$3,000",,"$2,021",,,,,,,TX,Brazos,College Station,,"$3,066","$2,576",$930,$156,$334,,"$1,646",,,,,,,TX,Brazos,College Station,,$926,,$392,$134,$401,,,,,,,,,TX,Brazos,College Station,,"$1,011",,$477,$134,$401,,,,,,,,,TX,Brazos,College Station,,$844,,$310,$134,$401,,,,,,,,,,,,,,,,,,,,,
TX,Collin,Allen,7/20/19,,"$5,395",$911,$911,"$2,840","$1,644",,,,,,,,,TX,Collin,Allen,,"$1,502",$565,$565,$663,$274,,,,,,,,,TX,Collin,Allen,,"$2,949","$2,232","$2,232",$454,$263,,,,,,,,,TX,Collin,Allen,,"$2,075","$1,358","$1,358",$454,$263,,,,,,,,,TX,Collin,Allen,,"$1,601",$884,$884,$454,$263,,,,,,,,,,,,,,,,,,,,,
TX,Collin,McKinney,7/20/19,,"$5,257","$3,800","$3,800","$1,295",$162,,,,,,,,,TX,Collin,McKinney,,"$4,664","$4,323","$4,323",$313,$28,,,,,,,,,TX,Collin,McKinney,,"$4,618","$4,131","$4,131",$216,$271,,,,,,,,,TX,Collin,McKinney,,"$3,757","$3,270","$3,270",$216,$271,,,,,,,,,TX,Collin,McKinney,,"$1,562","$1,075","$1,075",$216,$271,,,,,,,,,,,,,,,,,,,,,
TX,Denton,Denton,7/20/19,,"$9,569",,,"$4,853","$4,716",,,,,,,,,TX,Denton,Denton,,"$2,074",,,"$1,288",$786,,,,,,,,,TX,Denton,Denton,,"$1,531",,,$776,$755,,,,,,,,,TX,Denton,Denton,,"$1,531",,,$776,$755,,,,,,,,,TX,Denton,Denton,,"$1,531",,,$776,$755,,,,,,,,,,,,,,,,,,,,,
TX,Tarrant,Arlington,7/20/19,,"$3,340","$2,094",$644,$828,$418,,"$1,450",,,,,,,TX,Tarrant,Arlington,,"$2,357","$2,094",$644,$193,$70,,"$1,450",,,,,,,TX,Tarrant,Arlington,,"$1,774","$1,575","$1,575",$132,$67,,,,,,,,,TX,Tarrant,Arlington,,"$1,702","$1,503","$1,503",$132,$67,,,,,,,,,TX,Tarrant,Arlington,,$802,$603,$603,$132,$67,,,,,,,,,,,,,,,,,,,,,
