State,County,Jurisdiction,Notes,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,,Admin Fee
MT,Gallatin,Bozeman,,,"$6,107","$1,755","$1,592","$1,919","$2,433",,,,$163,,,,,MT,Gallatin,Bozeman,,"$1,572","$1,154","$1,079",$256,$162,,,,$75,,,,,MT,Gallatin,Bozeman,,"$5,587","$4,891","$4,412",$307,$389,,,,$479,,,,,MT,Gallatin,Bozeman,,"$3,784","$3,088","$2,768",$307,$389,,,,$320,,,,,MT,Gallatin,Bozeman,,"$2,337","$1,641","$1,162",$307,$389,,,,$479,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Wake,Cary,,,"$7,598","$2,535","$2,535","$1,960","$3,103",,,,,,,,,NC,Wake,Cary,,"$5,640","$1,556","$1,556","$1,551","$2,533",,,,,,,,,NC,Wake,Cary,,"$3,893","$2,905","$2,905",$385,$603,,,,,,,,,NC,Wake,Cary,,"$4,729","$3,741","$3,741",$385,$603,,,,,,,,,NC,Wake,Cary,,"$3,297","$2,309","$2,309",$385,$603,,,,,,,,,,
NC,Durham,Durham,,,"$3,155","$3,155",$806,,,,$349,,,,,"$2,000",,NC,Durham,Durham,,"$1,866","$1,866",$495,,,,$216,,,,,"$1,155",,NC,Durham,Durham,,"$2,873","$2,873","$2,873",,,,,,,,,,,NC,Durham,Durham,,"$1,692","$1,692","$1,692",,,,,,,,,,,NC,Durham,Durham,,$591,$591,$591,,,,,,,,,,,,
NC,Orange,Orange Co.,,,"$5,388","$3,000",,"$1,016","$1,372",,,,,,,"$3,000",,NC,Orange,Orange Co.,,"$3,335","$1,420",,$702,"$1,213",,,,,,,"$1,420",,NC,Orange,Orange Co.,,$685,,,$305,$380,,,,,,,,,NC,Orange,Orange Co.,,$685,,,$305,$380,,,,,,,,,NC,Orange,Orange Co.,,$685,,,$305,$380,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,Lancaster,Lincoln,,,"$2,500","$1,375","$1,225",$750,$375,,$150,,,,,,,NE,Lancaster,Lincoln,,"$1,010",$835,$746,$117,$58,,$89,,,,,,,NE,Lancaster,Lincoln,,"$1,742","$1,622","$1,622",$80,$40,,,,,,,,,NE,Lancaster,Lincoln,,"$1,919","$1,799","$1,799",$80,$40,,,,,,,,,NE,Lancaster,Lincoln,,"$1,226","$1,106","$1,106",$80,$40,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,Merrimack,Concord,,,"$3,290","$3,290","$1,330",,,,$620,,,,,"$1,340",,NH,Merrimack,Concord,,"$1,931","$1,931",$931,,,,$400,,,,,$600,,NH,Merrimack,Concord,,"$2,890","$2,890","$2,890",,,,,,,,,,,NH,Merrimack,Concord,,"$1,100","$1,100","$1,100",,,,,,,,,,,NH,Merrimack,Concord,,$700,$700,$700,,,,,,,,,,,,
NH,Rockingham,Fremont,,,"$3,761","$3,761",,,,,,,,,,"$3,761",,NH,Rockingham,Fremont,,"$2,438","$2,438",,,,,,,,,,"$2,438",,NH,Rockingham,Fremont,,,,,,,,,,,,,,,NH,Rockingham,Fremont,,,,,,,,,,,,,,,NH,Rockingham,Fremont,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Bernalillo,Bernalillo Co,,,"$7,200","$7,200","$3,068",,,"$2,657",$763,,$490,,,,$222,NM,Bernalillo,Bernalillo Co,,"$3,613","$3,613","$1,902",,,$886,$481,,$165,,,,$179,NM,Bernalillo,Bernalillo Co,,"$5,310","$5,310","$2,792",,,"$1,626",,,$892,,,,,NM,Bernalillo,Bernalillo Co,,"$4,471","$4,471","$3,001",,,$976,,,$494,,,,,NM,Bernalillo,Bernalillo Co,,"$3,618","$3,618","$1,742",,,"$1,626",,,$250,,,,,,
NM,Dona Ana,Las Cruces,,,"$2,522",$249,,"$1,225","$1,048",,$249,,,,,,,NM,Dona Ana,Las Cruces,,"$1,713",$175,,$788,$750,,$175,,,,,,,NM,Dona Ana,Las Cruces,,$364,,,$196,$168,,,,,,,,,NM,Dona Ana,Las Cruces,,$492,,,$252,$240,,,,,,,,,NM,Dona Ana,Las Cruces,,$492,,,$252,$240,,,,,,,,,,
NM,Lincoln,Ruidoso,,,"$4,046",,,"$2,286","$1,760",,,,,,,,,NM,Lincoln,Ruidoso,,$827,,,$533,$293,,,,,,,,,NM,Lincoln,Ruidoso,,$658,,,$376,$283,,,,,,,,,NM,Lincoln,Ruidoso,,$658,,,$376,$283,,,,,,,,,NM,Lincoln,Ruidoso,,$658,,,$376,$283,,,,,,,,,,
NM,Sandoval,Rio Rancho,,,"$6,094","$2,724","$1,547","$1,230","$2,140",,$976,,$174,,,,$27,NM,Sandoval,Rio Rancho,,"$2,380","$1,736","$1,034",$287,$357,,$581,,$103,,,,$18,NM,Sandoval,Rio Rancho,,"$3,387","$2,848","$2,177",$197,$342,,,,$634,,,,$37,NM,Sandoval,Rio Rancho,,"$2,539","$2,000","$1,774",$197,$342,,,,$196,,,,$30,NM,Sandoval,Rio Rancho,,"$1,631","$1,092",$961,$197,$342,,,,$115,,,,$16,,
NM,Santa Fe,Santa Fe,,,"$3,379",$631,$181,"$2,013",$735,,$450,,,,,,,NM,Santa Fe,Santa Fe,,"$1,494",$598,$148,$335,$561,,$450,,,,,,,NM,Santa Fe,Santa Fe,,"$2,584","$2,130","$2,130",$314,$140,,,,,,,,,NM,Santa Fe,Santa Fe,,$964,$510,$510,$314,$140,,,,,,,,,NM,Santa Fe,Santa Fe,,$604,$150,$150,$314,$140,,,,,,,,,,
NM,Santa Fe,Santa Fe County,,,$550,$550,,,,,,,$550,,,,,NM,Santa Fe,Santa Fe County,,$275,$275,,,,,,,$275,,,,,NM,Santa Fe,Santa Fe County,,$460,$460,,,,,,,$460,,,,,NM,Santa Fe,Santa Fe County,,$335,$335,,,,,,,$335,,,,,NM,Santa Fe,Santa Fe County,,$460,$460,,,,,,,$460,,,,,,
NM,Valencia,Los Lunas,,,"$3,227",$850,,"$1,061","$1,316",,$850,,,,,,,NM,Valencia,Los Lunas,,"$1,137",$745,,$206,$186,,$745,,,,,,,NM,Valencia,Los Lunas,,$256,,,$123,$133,,,,,,,,,NM,Valencia,Los Lunas,,$256,,,$123,$133,,,,,,,,,NM,Valencia,Los Lunas,,$256,,,$123,$133,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Single-Family (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family (2 BR; 1,000 sq. ft.; 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240-unit complex)",,,,,,,,,,,,,,,,,"Retail (per 1,000 sq. ft. based on 100,000 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office (per 1,000 sq. ft. based on 100,000 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial (per 1,000 sq. ft. based on 100,000 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,
State,County,Jurisdiction,Notes,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGovt,Schools,Other,,Admin Fee
NV,Washoe,Reno,,,"$4,908","$2,683","$1,683",,"$2,225",,"$1,000",,,,,,,NV,Washoe,Reno,,"$4,366","$2,141","$1,141",,"$2,225",,"$1,000",,,,,,,NV,Washoe,Reno,,"$3,089","$3,067","$3,067",,$22,,,,,,,,,NV,Washoe,Reno,,"$1,796","$1,774","$1,774",,$22,,,,,,,,,NV,Washoe,Reno,,"$1,067","$1,045","$1,045",,$22,,,,,,,,,,
NV,Clark,Las Vegas,,,$500,$500,$500,,,,,,,,,,,NV,Clark,Las Vegas,,$500,$500,$500,,,,,,,,,,,NV,Clark,Las Vegas,,$500,$500,$500,,,,,,,,,,,NV,Clark,Las Vegas,,$500,$500,$500,,,,,,,,,,,NV,Clark,Las Vegas,,$500,$500,$500,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Clackamas,West Linn,,,"$19,435","$12,512","$4,065","$4,395","$2,528",$439,"$8,008",,,,,,,OR,Clackamas,West Linn,,"$11,377","$8,377","$2,495","$1,026","$1,975",$220,"$5,662",,,,,,,OR,Clackamas,West Linn,,"$12,408","$10,646","$10,207",$690,"$1,071",$439,,,,,,,,OR,Clackamas,West Linn,,"$7,490","$5,728","$5,289",$690,"$1,071",$439,,,,,,,,OR,Clackamas,West Linn,,"$7,490","$5,728","$5,289",$690,"$1,071",$439,,,,,,,,,
OR,Lane,Eugene,,,"$3,276","$2,854","$1,312",,$422,$560,$982,,,,,,,OR,Lane,Eugene,,"$2,436","$2,083",$753,,$353,$348,$982,,,,,,,OR,Lane,Eugene,,"$5,068","$4,725","$4,377",,$343,$348,,,,,,,,OR,Lane,Eugene,,"$2,455","$2,309","$1,961",,$146,$348,,,,,,,,OR,Lane,Eugene,,"$2,069","$1,582","$1,234",,$487,$348,,,,,,,,,
OR,Marion,Salem,,,"$10,581","$4,519","$1,528","$3,629","$2,433",$389,"$2,602",,,,,,,OR,Marion,Salem,,"$5,998","$2,968","$1,027","$1,815","$1,216",$240,"$1,701",,,,,,,OR,Marion,Salem,,"$5,752","$4,798","$4,558",$571,$383,$240,,,,,,,,OR,Marion,Salem,,"$2,401","$1,447","$1,207",$571,$383,$240,,,,,,,,OR,Marion,Salem,,"$1,645","$1,004",$764,$258,$383,$240,,,,,,,,,
OR,Washington,Washington Co,,,"$4,150","$1,850","$1,350",,"$2,300",$500,,,,,,,,OR,Washington,Washington Co,,"$3,408","$1,108",$824,,"$2,300",$284,,,,,,,,OR,Washington,Washington Co,,"$2,784","$2,703","$2,265",,$81,$438,,,,,,,,OR,Washington,Washington Co,,"$2,378","$1,918","$1,538",,$460,$380,,,,,,,,OR,Washington,Washington Co,,"$1,653","$1,285",$906,,$368,$379,,,,,,,,,
OR,Washington,Hillsboro,,,"$7,235","$4,935","$2,390",,"$2,300",$500,"$2,045",,,,,,,OR,Washington,Hillsboro,,"$6,053","$3,753","$1,458",,"$2,300",$250,"$2,045",,,,,,,OR,Washington,Hillsboro,,"$5,887","$5,519","$3,997",,$368,$379,"$1,143",,,,,,,OR,Washington,Hillsboro,,"$4,618","$4,250","$2,728",,$368,$379,"$1,143",,,,,,,OR,Washington,Hillsboro,,"$3,036","$2,668","$1,603",,$368,$379,$686,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Beaufort,Beaufort Co,,,"$1,018","$1,018",$335,,,,$263,$420,,,,,,SC,Beaufort,Beaufort Co,,$915,$915,$232,,,,$263,$420,,,,,,SC,Beaufort,Beaufort Co,,"$1,502","$1,502","$1,502",,,,,,,,,,,SC,Beaufort,Beaufort Co,,$385,$385,$385,,,,,,,,,,,SC,Beaufort,Beaufort Co,,$244,$244,$244,,,,,,,,,,,,
SC,Beaufort,Hilton Head,,,"$5,717","$1,406","$1,084","$1,475","$2,836",,$215,$107,,,,,,SC,Beaufort,Hilton Head,,"$1,110","$1,008",$686,$43,$59,,$215,$107,,,,,,SC,Beaufort,Hilton Head,,"$5,209","$4,519","$4,519",$236,$454,,,,,,,,,SC,Beaufort,Hilton Head,,"$2,986","$2,296","$2,296",$236,$454,,,,,,,,,SC,Beaufort,Hilton Head,,"$1,480",$790,$790,$236,$454,,,,,,,,,,
SC,Berkeley,Mt. Pleasant,,,"$4,281","$1,850",$958,$955,"$1,476",,$358,,$231,$69,,,$234,SC,Berkeley,Mt. Pleasant,,"$1,792","$1,382",$664,$195,$215,,$358,,$231,$69,,,$60,SC,Berkeley,Mt. Pleasant,,"$3,669","$3,280","$2,840",$153,$236,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$1,929","$1,540","$1,100",$153,$236,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$1,439","$1,050",$700,$153,$236,,,,$190,$30,,,$130,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,Maury,Franklin,,,"$5,486","$2,206","$1,286","$1,185","$2,095",,,,,,,,$920,TN,Maury,Franklin,,"$3,814","$1,190",$730,$948,"$1,676",,,,,,,,$460,TN,Maury,Franklin,,"$4,933","$3,621","$2,851",$474,$838,,,,,,,,$770,TN,Maury,Franklin,,"$4,255","$2,943","$2,173",$474,$838,,,,,,,,$770,TN,Maury,Franklin,,"$3,406","$2,094","$1,324",$474,$838,,,,,,,,$770,,
TN,Rutherford,LaVergne,,,"$3,657","$1,195",$884,$587,"$1,875",,$311,,,,,,,TN,Rutherford,LaVergne,,"$3,251",$789,$543,$587,"$1,875",,$246,,,,,,,TN,Rutherford,LaVergne,,"$2,749","$2,355","$2,355",$94,$300,,,,,,,,,TN,Rutherford,LaVergne,,"$1,699","$1,305","$1,305",$94,$300,,,,,,,,,TN,Rutherford,LaVergne,,"$1,252",$858,$858,$94,$300,,,,,,,,,,
TN,Rutherford,Smyrna,,,"$1,849","$1,849","$1,105",,,,$469,,$275,,,,,TN,Rutherford,Smyrna,,"$1,220","$1,220",$672,,,,$345,,$203,,,,,TN,Rutherford,Smyrna,,"$1,909","$1,909","$1,279",,,,,,$630,,,,,TN,Rutherford,Smyrna,,"$2,005","$2,005","$1,626",,,,,,$379,,,,,TN,Rutherford,Smyrna,,"$1,222","$1,222",$997,,,,,,$225,,,,,,
TN,Sumner,White House,,,"$1,245","$1,245",$381,,,,$396,,$186,$282,,,,TN,Sumner,White House,,$792,$792,$258,,,,$245,,$115,$174,,,,TN,Sumner,White House,,"$2,888","$2,888","$1,550",,,,,,$532,$806,,,,TN,Sumner,White House,,"$1,550","$1,550",$929,,,,,,$247,$374,,,,TN,Sumner,White House,,$577,$577,$278,,,,,,$119,$180,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Brazos,College Station,,,$556,$556,,,,,$556,,,,,,,TX,Brazos,College Station,,$452,$452,,,,,$452,,,,,,,TX,Brazos,College Station,,,,,,,,,,,,,,,TX,Brazos,College Station,,,,,,,,,,,,,,,TX,Brazos,College Station,,,,,,,,,,,,,,,,
TX,Collin,McKinney,,,"$2,101","$1,151","$1,151",$425,$525,,,,,,,,,TX,Collin,McKinney,,$758,$594,$594,$87,$77,,,,,,,,,TX,Collin,McKinney,,"$4,253","$4,101","$2,513",$68,$84,,,,$316,,"$1,272",,,TX,Collin,McKinney,,"$1,441","$1,289","$1,289",$68,$84,,,,,,,,,TX,Collin,McKinney,,$463,$311,$311,$68,$84,,,,,,,,,,
TX,Denton,Denton,,,"$4,592",,,"$3,155","$1,437",,,,,,,,,TX,Denton,Denton,,$976,,,$736,$240,,,,,,,,,TX,Denton,Denton,,"$1,033",,,$710,$323,,,,,,,,,TX,Denton,Denton,,"$1,033",,,$710,$323,,,,,,,,,TX,Denton,Denton,,"$1,033",,,$710,$323,,,,,,,,,,
TX,Tarrant,Arlington,,,"$2,094","$1,396",$670,$383,$315,,$726,,,,,,,TX,Tarrant,Arlington,,"$1,555","$1,396",$670,$107,$52,,$726,,,,,,,TX,Tarrant,Arlington,,"$1,590","$1,393","$1,393",$108,$89,,,,,,,,,TX,Tarrant,Arlington,,"$1,450","$1,253","$1,253",$108,$89,,,,,,,,,TX,Tarrant,Arlington,,$670,$473,$473,$108,$89,,,,,,,,,,
TX,Tarrant,Colleyville,,,"$4,011","$1,776","$1,776","$2,056",$179,,,,,,,,,TX,Tarrant,Colleyville,,"$1,676","$1,230","$1,230",$420,$26,,,,,,,,,TX,Tarrant,Colleyville,,"$1,055",$697,$697,$329,$29,,,,,,,,,TX,Tarrant,Colleyville,,"$1,073",$715,$715,$329,$29,,,,,,,,,TX,Tarrant,Colleyville,,"$1,651","$1,293","$1,293",$329,$29,,,,,,,,,,
TX,Tarrant,Ft. Worth,,,$826,,,$372,$454,,,,,,,,,TX,Tarrant,Ft. Worth,,$826,,,$372,$454,,,,,,,,,TX,Tarrant,Ft. Worth,,$82,,,$37,$45,,,,,,,,,TX,Tarrant,Ft. Worth,,$82,,,$37,$45,,,,,,,,,TX,Tarrant,Ft. Worth,,$82,,,$37,$45,,,,,,,,,,
TX,Tarrant,Watauga,,,"$1,180","$1,180",,,,"$1,180",,,,,,,,TX,Tarrant,Watauga,,$554,$554,,,,$554,,,,,,,,TX,Tarrant,Watauga,,"$1,605","$1,605",,,,"$1,605",,,,,,,,TX,Tarrant,Watauga,,$963,$963,,,,$963,,,,,,,,TX,Tarrant,Watauga,,"$1,337","$1,337",,,,"$1,337",,,,,,,,,
TX,Williamson,Georgetown,,,"$6,459",,,"$4,590","$1,869",,,,,,,,,TX,Williamson,Georgetown,,$922,,,$714,$208,,,,,,,,,TX,Williamson,Georgetown,,$689,,,$490,$199,,,,,,,,,TX,Williamson,Georgetown,,$689,,,$490,$199,,,,,,,,,TX,Williamson,Georgetown,,$689,,,$490,$199,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Salt Lake,Sandy City,,,"$2,926","$1,740",,"$1,186",,$905,$835,,,,,,,UT,Salt Lake,Sandy City,,$868,$768,,$100,,$301,$467,,,,,,,UT,Salt Lake,Sandy City,,$786,$656,,$130,,$553,$103,,,,,,,UT,Salt Lake,Sandy City,,$519,$389,,$130,,$332,$57,,,,,,,UT,Salt Lake,Sandy City,,$707,$577,,$130,,$553,$24,,,,,,,,
UT,Salt Lake,West Valley City,,,"$1,424","$1,424",$467,,,$302,$595,,$33,$27,,,,UT,Salt Lake,West Valley City,,$797,$797,$292,,,$101,$367,,$20,$17,,,,UT,Salt Lake,West Valley City,,"$1,606","$1,606","$1,284",,,$185,,,$75,$62,,,,UT,Salt Lake,West Valley City,,"$1,223","$1,223","$1,025",,,$111,,,$48,$39,,,,UT,Salt Lake,West Valley City,,$683,$683,$449,,,$185,,,$27,$22,,,,,
UT,Tooele,Tooele,,,"$2,125","$2,125",,,,,"$2,125",,,,,,,UT,Tooele,Tooele,,$0,$0,,,,,,,,,,,,UT,Tooele,Tooele,,,,,,,,,,,,,,,UT,Tooele,Tooele,,,,,,,,,,,,,,,UT,Tooele,Tooele,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Louden,Leesburg,,,"$9,608",,,"$3,756","$5,852",,,,,,,,,VA,Louden,Leesburg,,"$7,703",,,"$3,008","$4,695",,,,,,,,,VA,Louden,Leesburg,,,,,varies,varies,,,,,,,,,VA,Louden,Leesburg,,,,,varies,varies,,,,,,,,,VA,Louden,Leesburg,,,,,varies,varies,,,,,,,,,,
VA,Stafford,Stafford Co,,,"$8,703","$1,603","$1,603","$3,600","$3,500",,,,,,,,,VA,Stafford,Stafford Co,,"$1,395","$1,395","$1,395",,,,,,,,,,,VA,Stafford,Stafford Co,,"$2,036","$2,036","$2,036",,,,,,,,,,,VA,Stafford,Stafford Co,,"$2,606","$2,606","$2,606",,,,,,,,,,,VA,Stafford,Stafford Co,,"$1,510","$1,510","$1,510",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Chittenden,Burlington,,,"$4,120","$4,120",$306,,,,"$1,164",$724,$348,$68,,"$1,510",,VT,Chittenden,Burlington,,"$2,060","$2,060",$153,,,,$582,$362,$174,$34,,$755,,VT,Chittenden,Burlington,,"$1,334","$1,334",$576,,,,$328,,$155,$275,,,,VT,Chittenden,Burlington,,"$1,289","$1,289",$531,,,,$328,,$155,$275,,,,VT,Chittenden,Burlington,,$967,$967,$207,,,,$330,,$155,$275,,,,,
VT,Chittendon,Williston,,,"$8,006","$8,006",$300,,,,$799,,,,,"$6,908",,VT,Chittendon,Williston,,"$3,225","$3,225",$300,,,,$637,,,,,"$2,287",,VT,Chittendon,Williston,,"$1,041","$1,041","$1,041",,,,,,,,,,,VT,Chittendon,Williston,,$447,$447,$447,,,,,,,,,,,VT,Chittendon,Williston,,$294,$294,$294,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,King,King Co,,,"$5,087","$5,087","$1,715",,,,,,,,,"$3,372",,WA,King,King Co,,"$2,215","$2,215",$950,,,,,,,,,"$1,265",,WA,King,King Co,,,,varies,,,,,,,,,,,WA,King,King Co,,,,varies,,,,,,,,,,,WA,King,King Co,,,,varies,,,,,,,,,,,,
WA,King,Bothell,,,"$5,431","$3,438","$2,093","$1,400",$593,,"$1,345",,,,,,,WA,King,Bothell,,"$2,459","$2,033","$1,271",$327,$99,,$762,,,,,,,WA,King,Bothell,,"$3,619","$3,300","$3,300",$224,$95,,,,,,,,,WA,King,Bothell,,"$4,799","$4,480","$4,480",$224,$95,,,,,,,,,WA,King,Bothell,,"$3,279","$2,960","$2,960",$224,$95,,,,,,,,,,
WA,King,Kirkland,,,"$5,047","$1,578",$966,"$1,758","$1,711",,$612,,,,,,,WA,King,Kirkland,,"$1,364","$1,016",$586,$234,$114,,$430,,,,,,,WA,King,Kirkland,,"$2,075","$1,520","$1,520",$281,$274,,,,,,,,,WA,King,Kirkland,,"$2,625","$2,070","$2,070",$281,$274,,,,,,,,,WA,King,Kirkland,,"$1,925","$1,370","$1,370",$281,$274,,,,,,,,,,
WA,Kitsap,Kitsap Co,,,"$1,974","$1,974",$520,,,,$491,,,,,$963,,WA,Kitsap,Kitsap Co,,"$1,374","$1,374",$360,,,,$373,,,,,$641,,WA,Kitsap,Kitsap Co,,"$2,120","$2,120","$2,120",,,,,,,,,,,WA,Kitsap,Kitsap Co,,$720,$720,$720,,,,,,,,,,,WA,Kitsap,Kitsap Co,,$380,$380,$380,,,,,,,,,,,,
WA,Pierce,Pierce Co,,,"$1,969","$1,969",,,,,$294,,,,,"$1,675",,WA,Pierce,Pierce Co,,"$1,029","$1,029",,,,,$147,,,,,$882,,WA,Pierce,Pierce Co,,,,,,,,,,,,,,,WA,Pierce,Pierce Co,,,,,,,,,,,,,,,WA,Pierce,Pierce Co,,,,,,,,,,,,,,,,$50/unit
WA,Skagit,Burlington,,,"$6,342","$3,734",$162,,"$2,608",$270,$500,,$150,,,"$2,652",,WA,Skagit,Burlington,,"$5,793","$3,707",$99,,"$2,086",$225,$500,,$254,,,"$2,629",,WA,Skagit,Burlington,,"$1,970","$1,450",$598,,$520,$225,$400,,$227,,,,,WA,Skagit,Burlington,,"$1,610","$1,090",$238,,$520,$225,$400,,$227,,,,,WA,Skagit,Burlington,,"$1,529","$1,009",$157,,$520,$225,$400,,$227,,,,,,
WA,Snohomish,Snohomish Co,,,"$5,433","$5,433","$2,171",,,,$954,,,,,"$2,308",,WA,Snohomish,Snohomish Co,,"$4,244","$4,244","$1,504",,,,$713,,,,,"$2,027",,WA,Snohomish,Snohomish Co,,"$8,269","$8,269","$8,269",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$2,121","$2,121","$2,121",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$1,343","$1,343","$1,343",,,,,,,,,,,,
WA,Thurston,Tumwater,,,"$4,798","$4,798","$1,083",,,,$564,,$203,,,"$2,949",,WA,Thurston,Tumwater,,"$3,050","$3,050",$703,,,,$372,,$101,,,"$1,874",,WA,Thurston,Tumwater,,"$1,811","$1,811","$1,710",,,,,,$101,,,,,WA,Thurston,Tumwater,,"$2,421","$2,421","$2,320",,,,,,$101,,,,,WA,Thurston,Tumwater,,"$1,631","$1,631","$1,530",,,,,,$101,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
