State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other
FL,Charlotte,Charlotte Co,9/26/08,,"$2,510","$2,510","$1,709",,,,$382,$117,$102,$65,$135,,,FL,Charlotte,Charlotte Co,,"$1,891","$1,891","$1,080",,,,$382,$117,$102,$65,$145,,,FL,Charlotte,Charlotte Co,,"$3,203","$3,203","$2,835",,,,,,$116,$73,$179,,,FL,Charlotte,Charlotte Co,,"$2,372","$2,372","$2,133",,,,,,$90,$57,$92,,,FL,Charlotte,Charlotte Co,,$979,$979,$855,,,,,,$41,$26,$57,,
FL,Citrus,Citrus Co,9/26/08,,"$9,314","$9,314","$4,853",,,,$723,$251,$497,$257,$625,"$2,109",,FL,Citrus,Citrus Co,,"$7,900","$7,900","$3,133",,,,$473,$173,$339,$178,$497,"$3,107",,FL,Citrus,Citrus Co,,"$8,213","$8,213","$5,847",,,,,,$775,$404,"$1,188",,,FL,Citrus,Citrus Co,,"$7,061","$7,061","$5,757",,,,,,$427,$223,$655,,,FL,Citrus,Citrus Co,,"$3,627","$3,627","$2,909",,,,,,$235,$123,$360,,
FL,Clay,Clay Co,9/26/08,,"$12,112","$12,112","$5,078",,,,,,,,,"$7,034",,FL,Clay,Clay Co,,"$6,801","$6,801","$3,565",,,,,,,,,"$3,236",,FL,Clay,Clay Co,,"$6,488","$6,488","$6,488",,,,,,,,,,,FL,Clay,Clay Co,,"$3,303","$3,303","$3,303",,,,,,,,,,,FL,Clay,Clay Co,,"$2,151","$2,151","$2,151",,,,,,,,,,
FL,Collier,Collier Co,9/26/08,,"$35,725","$28,655","$11,523","$3,575","$3,495",,"$3,793",$554,"$1,225",$345,$886,"$10,099",$230,FL,Collier,Collier Co,,"$20,466","$15,729","$8,054","$2,395","$2,342",,"$2,770",$403,$662,$186,$450,"$3,140",$63,FL,Collier,Collier Co,,"$21,522","$20,391","$17,178",$572,$559,,,,$838,$519,"$1,246",,$611,FL,Collier,Collier Co,,"$19,905","$18,774","$17,019",$572,$559,,,,$715,$188,$612,,$240,FL,Collier,Collier Co,,"$11,436","$10,305","$9,176",$572,$559,,,,$660,$108,$327,,$33
FL,Columbia,Columbia Co,9/26/08,,"$3,071","$3,071","$1,046",,,,,,$109,,,"$1,500",$416,FL,Columbia,Columbia Co,,"$1,909","$1,909",$720,,,,,,$109,,,$705,$375,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,
FL,Dade,Miami/Dade Co,9/26/08,,"$7,206","$7,206","$1,275",,,,"$2,673",,$327,$482,,"$2,448",,FL,Dade,Miami/Dade Co,,"$4,966","$4,966",$960,,,,"$1,625",,$370,$482,,"$1,530",,FL,Dade,Miami/Dade Co,,"$1,766","$1,766","$1,036",,,,,,$395,$335,,,,FL,Dade,Miami/Dade Co,,"$2,782","$2,782","$2,154",,,,,,$294,$335,,,,FL,Dade,Miami/Dade Co,,"$2,602","$2,602","$1,070",,,,,,"$1,197",$335,,,
FL,Dade,Miami,9/26/08,,"$10,547","$10,547",,,,,"$6,818",,$704,$164,$413,"$2,448",,FL,Dade,Miami,,"$4,702","$4,702",,,,,"$3,959",,$409,$95,$239,,,FL,Dade,Miami,,$931,$931,,,,,,,$227,$609,$95,,,FL,Dade,Miami,,$682,$682,,,,,,,$336,$206,$140,,,FL,Dade,Miami,,$404,$404,,,,,,,$210,$107,$87,,
FL,DeSoto,DeSoto Co,9/30/08,,"suspended fees effective January 1, 2008",,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,
FL,Flagler,Flagler Co,9/26/08,,"$5,307","$5,307","$1,438",,,,$269,,,,,"$3,600",,FL,Flagler,Flagler Co,,"$2,600","$2,600","$1,400",,,,$269,,,,,$931,,FL,Flagler,Flagler Co,,"$1,997","$1,997","$1,997",,,,,,,,,,,FL,Flagler,Flagler Co,,"$1,500","$1,500","$1,500",,,,,,,,,,,FL,Flagler,Flagler Co,,$794,$794,$794,,,,,,,,,,
FL,Flagler,Palm Coast,9/26/08,,"$13,775","$8,865","$3,846","$2,430","$2,480",,"$1,229",,$190,,,"$3,600",,FL,Flagler,Palm Coast,,"$5,557","$4,577","$2,226",$567,$413,,"$1,229",,$190,,,$931,,FL,Flagler,Palm Coast,,"$5,984","$5,199","$4,671",$389,$397,,,,$527,,,,,FL,Flagler,Palm Coast,,"$6,352","$5,567","$5,039",$389,$397,,,,$527,,,,,FL,Flagler,Palm Coast,,"$3,482","$2,696","$2,169",$389,$397,,,,$527,,,,
FL,Gilchrist,Gilchrist Co,9/28/08,,"$3,500","$3,500","$1,750",,,,,,,,"$1,000",$750,,FL,Gilchrist,Gilchrist Co,,"$3,500","$3,500","$1,750",,,,,,,,"$1,000",$750,,FL,Gilchrist,Gilchrist Co,,$560,$560,$500,,,,,,,,$60,,,FL,Gilchrist,Gilchrist Co,,$560,$560,$500,,,,,,,,$60,,,FL,Gilchrist,Gilchrist Co,,$560,$560,$500,,,,,,,,$60,,
FL,Glades,Glades Co,9/26/08,,"$8,143","$8,143","$3,363",,,,$365,,$93,,,"$4,322",,FL,Glades,Glades Co,,"$5,524","$5,524","$2,369",,,,$339,,$64,,,"$2,752",,FL,Glades,Glades Co,,"$5,681","$5,681","$5,590",,,,,,$91,,,,,FL,Glades,Glades Co,,"$2,256","$2,256","$2,203",,,,,,$53,,,,,FL,Glades,Glades Co,,"$2,180","$2,180","$2,147",,,,,,$33,,,,
FL,Hardee,Hardee Co,9/26/08,,"$2,628","$2,628","$1,348",,,,$292,$146,$193,$152,$349,,$148,FL,Hardee,Hardee Co,,"$1,857","$1,857",$925,,,,$111,$121,$161,$126,$290,,$123,FL,Hardee,Hardee Co,,"$2,753","$2,753","$1,531",,,,,,$326,$152,$522,,$222,FL,Hardee,Hardee Co,,"$2,366","$2,366","$1,961",,,,,,$113,$50,$170,,$72,FL,Hardee,Hardee Co,,$751,$751,$634,,,,,,$33,$14,$49, ,$21
FL,Hendry,Hendry Co,9/26/08,,"$7,591","$7,591","$2,490",,,,,,,,,"$5,101",,FL,Hendry,Hendry Co,,"$5,922","$5,922","$1,729",,,,,,,,,"$4,193",,FL,Hendry,Hendry Co,,"$3,916","$3,916","$3,916",,,,,,,,,,,FL,Hendry,Hendry Co,,"$1,466","$1,466","$1,466",,,,,,,,,,,FL,Hendry,Hendry Co,,"$1,918","$1,918","$1,918",,,,,,,,,,
FL,Hernando,Hernando Co,9/26/08,,"$9,238","$9,238","$3,627",,,,$501,$154,$229,$99,$362,"$4,266",,FL,Hernando,Hernando Co,,"$6,919","$6,919","$2,498",,,,$395,$122,$181,$78,$285,"$3,360",,FL,Hernando,Hernando Co,,"$6,433","$6,433","$5,411",,,,,,$350,$145,$527,,,FL,Hernando,Hernando Co,,"$3,094","$3,094","$2,567",,,,,,$181,$74,$272,,,FL,Hernando,Hernando Co,,"$2,101","$2,101","$1,838",,,,,,$90,$37,$136,,
FL,Highlands,Highlands Co,9/26/08,,"$6,034","$6,034","$2,124",,,,$261,$77,$237,$73,,"$3,047",$215,FL,Highlands,Highlands Co,,"$4,072","$4,072","$1,507",,,,$181,$53,$164,$49,,"$1,969",$149,FL,Highlands,Highlands Co,,"$3,513","$3,513","$3,163",,,,,,$350,,,,,FL,Highlands,Highlands Co,,"$2,805","$2,805","$2,640",,,,,,$165,,,,,FL,Highlands,Highlands Co,,"$1,606","$1,606","$1,502",,,,,,$104,,,,
FL,Hillsborough,Hillsborough Co,9/26/08,,"$8,221","$4,671","$1,475","$1,650","$1,900",,$354,,$49,,,"$2,793",,FL,Hillsborough,Hillsborough Co,,"$4,853","$2,698","$1,022",$825,"$1,330",,$230,,$49,,,"$1,397",,FL,Hillsborough,Hillsborough Co,,"$3,942","$3,374","$3,352",$264,$304,,,,$22,,,,,FL,Hillsborough,Hillsborough Co,,"$2,502","$1,934","$1,893",$264,$304,,,,$41,,,,,FL,Hillsborough,Hillsborough Co,,"$1,571","$1,003",$994,$264,$304,,,,$9,,,,
FL,Hillsborough,Plant City,10/1/08,,"$10,949","$8,317","$3,503",$695,"$1,937",,$582,$538,$363,$538,,"$2,793",,FL,Hillsborough,Plant City,,"$7,901","$6,368","$3,220",$156,"$1,377",,$503,$486,$308,$454,,"$1,397",,FL,Hillsborough,Plant City,,"$8,583","$8,175","$7,136",$98,$310,,,,$533,$506,,,,FL,Hillsborough,Plant City,,"$4,741","$4,333","$3,799",$98,$310,,,,$262,$272,,,,FL,Hillsborough,Plant City,,"$3,325","$2,917","$2,573",$98,$310,,,,$139,$205,,,
FL,Hillsborough,Tampa,9/26/08,,"$4,374","$4,374","$1,581",,,,,,,,,"$2,793",,FL,Hillsborough,Tampa,,"$2,212","$2,212",$815,,,,,,,,,"$1,397",,FL,Hillsborough,Tampa,,"$3,797","$3,797","$3,797",,,,,,,,,,,FL,Hillsborough,Tampa,,"$3,425","$3,425","$3,425",,,,,,,,,,,FL,Hillsborough,Tampa,,"$1,359","$1,359","$1,359",,,,,,,,,,
FL,Indian River,Indian River Co,9/26/08,,"$9,877","$9,877","$5,202",,,,"$1,463",$483,$278,$244,$206,"$1,756",$245,FL,Indian River,Indian River Co,,"$5,073","$5,073","$2,842",,,,$844,$285,$176,$148,$121,$500,$157,FL,Indian River,Indian River Co,,"$10,828","$10,828","$7,813",,,,,,$502,$439,"$1,527",,$547,FL,Indian River,Indian River Co,,"$6,300","$6,300","$5,326",,,,,,$130,$114,$555,,$175,FL,Indian River,Indian River Co,,"$3,845","$3,845","$2,797",,,,,,$120,$105,$512,,$311
FL,Lake,Lake Co,9/26/08,,"$12,316","$12,316","$2,189",,,,$222,$191,$390,,,"$9,324",,FL,Lake,Lake Co,,"$7,658","$7,658","$1,408",,,,$171,$146,$244,,,"$5,689",,FL,Lake,Lake Co,,"$3,478","$3,478","$2,177",,,,,,"$1,301",,,,,FL,Lake,Lake Co,,"$4,184","$4,184","$2,883",,,,,,"$1,301",,,,,FL,Lake,Lake Co,,"$2,261","$2,261","$2,157",,,,,,$104,,,,
FL,Lake,Eustis,9/26/08,,"$14,023","$10,501",,$854,"$2,668",,$599,$293,$147,$138,,"$9,324",,FL,Lake,Eustis,,"$9,453","$6,531",,$708,"$2,214",,$428,$210,$105,$99,,"$5,689",,FL,Lake,Eustis,,"$2,101",$941,,$280,$880,,,,$485,$456,,,,FL,Lake,Eustis,,"$2,426",$666,,$430,"$1,330",,,,$343,$323,,,,FL,Lake,Eustis,,"$2,127",$367,,$430,"$1,330",,,,$189,$178,,,
FL,Lee,Lee Co,3/28/09,,"$15,310","$15,310","$8,976",,,,"$1,479",,$739,,,"$4,116",,FL,Lee,Lee Co,,"$9,606","$9,606","$6,297",,,,"$1,109",,$576,,,"$1,624",,FL,Lee,Lee Co,,"$16,478","$16,478","$15,837",,,,,,$641,,,,,FL,Lee,Lee Co,,"$7,606","$7,606","$7,305",,,,,,$301,,,,,FL,Lee,Lee Co,,"$6,452","$6,452","$6,195",,,,,,$257,,,,
FL,Lee,Bonita Springs,9/27/08,,"$14,062","$14,062","$8,211",,,,$872,,$670,,,"$4,309",,FL,Lee,Bonita Springs,,"$8,525","$8,525","$5,759",,,,$539,,$523,,,"$1,704",,FL,Lee,Bonita Springs,,"$11,999","$11,999","$11,451",,,,,,$548,,,,,FL,Lee,Bonita Springs,,"$6,928","$6,928","$6,683",,,,,,$245,,,,,FL,Lee,Bonita Springs,,"$5,914","$5,914","$5,666",,,,,,$248,,,,
FL,Lee,Cape Coral,9/27/08,,"$14,921","$9,785","$3,347","$3,361","$1,775",,"$1,115",,$610,$597,,"$4,116",,FL,Lee,Cape Coral,,"$7,373","$6,293","$2,347",$784,$296,,"$1,115",,$610,$597,,"$1,624",,FL,Lee,Cape Coral,,"$6,856","$6,035","$5,709",$538,$284,,,,$162,$163,,,,FL,Lee,Cape Coral,,"$3,781","$2,960","$2,634",$538,$284,,,,$162,$163,,,,FL,Lee,Cape Coral,,"$3,457","$2,636","$2,310",$538,$284,,,,$162,$163,,,
FL,Lee,Ft. Myers,9/26/08,,"$18,075","$14,086","$9,245","$2,023","$1,966",,,,$602,,,"$4,239",,FL,Lee,Ft. Myers,,"$12,046","$8,627","$6,486","$1,734","$1,685",,,,$469,,,"$1,673",,FL,Lee,Ft. Myers,,"$17,062","$16,372","$15,837",$354,$335,,,,$535,,,,,FL,Lee,Ft. Myers,,"$8,246","$7,556","$7,305",$354,$335,,,,$251,,,,,FL,Lee,Ft. Myers,,"$7,089","$6,399","$6,195",$354,$335,,,,$204,,,,
FL,Levy,Levy Co,9/26/08,,"$1,249","$1,249","$1,046",,,,$150,,$53,,,,,FL,Levy,Levy Co,,$911,$911,$734,,,,$124,,$53,,,,,FL,Levy,Levy Co,,"$1,790","$1,790","$1,710",,,,,,$80,,,,,FL,Levy,Levy Co,,$898,$898,$818,,,,,,$80,,,,,FL,Levy,Levy Co,,$789,$789,$709,,,,,,$80,,,,
FL,Manatee,Manatee Co,9/26/08,,"$15,755","$15,755","$7,013",,,,$971,,$582,$839,,"$6,350",,FL,Manatee,Manatee Co,,"$8,780","$8,780","$5,267",,,,$592,,$511,$511,,"$1,899",,FL,Manatee,Manatee Co,,"$16,636","$16,636","$15,508",,,,,,$299,$829,,,,FL,Manatee,Manatee Co,,"$8,421","$8,421","$7,733",,,,,,$442,$246,,,,FL,Manatee,Manatee Co,,"$4,396","$4,396","$3,992",,,,,,$276,$128,,,
FL,Marion,Marion Co,9/26/08,,"$9,230","$9,230","$5,462",,,,,,$252,,,"$3,516",,FL,Marion,Marion Co,,"$5,178","$5,178","$3,047",,,,,,$212,,,"$1,919",,FL,Marion,Marion Co,,"$7,541","$7,541","$7,055",,,,,,$486,,,,,FL,Marion,Marion Co,,"$7,077","$7,077","$6,893",,,,,,$184,,,,,FL,Marion,Marion Co,,"$3,398","$3,398","$3,294",,,,,,$104,,,,
FL,Martin,Martin Co,9/26/08,,"$11,511","$11,511","$2,793",,,,"$2,345",$456,$346,$444,$572,"$4,555",,FL,Martin,Martin Co,,"$11,066","$11,066","$2,688",,,,"$2,255",$438,$333,$428,$550,"$4,374",,FL,Martin,Martin Co,,"$10,347","$10,347","$8,420",,,,,,$486,$625,$816,,,FL,Martin,Martin Co,,"$3,943","$3,943","$3,210",,,,,,$185,$238,$310,,,FL,Martin,Martin Co,,"$2,837","$2,837","$2,403",,,,,,$107,$137,$190,,
FL,Monroe,Monroe Co,9/26/08,,"$1,534","$1,534",$633,,,,$340,$242,$105,$150,,,$64,FL,Monroe,Monroe Co,,"$1,331","$1,331",$430,,,,$340,$242,$105,$150,,,$64,FL,Monroe,Monroe Co,,"$2,398","$2,398","$1,168",,,,,,$64,$112,,,"$1,054",FL,Monroe,Monroe Co,,"$1,914","$1,914",$684,,,,,,$64,$112,,,"$1,054",FL,Monroe,Monroe Co,,$543,$543,$406,,,,,,$64,$19,,,$54
FL,Nassau,Nassau Co,9/26/08,,"$6,211","$6,211","$1,430",,,,$553,,$121,$150,$231,"$3,726",,FL,Nassau,Nassau Co,,"$5,596","$5,596",$984,,,,$431,,$110,$136,$210,"$3,726",,FL,Nassau,Nassau Co,,"$3,736","$3,736","$2,726",,,,,,$245,$304,$460,,,FL,Nassau,Nassau Co,,"$1,858","$1,858","$1,154",,,,,,$169,$210,$324,,,FL,Nassau,Nassau Co,,"$1,378","$1,378","$1,074",,,,,,$73,$91,$140,,
FL,Okaloosa,Destin,9/26/08,,"$1,384","$1,384",$831,,,,$399,$133,,$21,,,,FL,Okaloosa,Destin,,"$1,167","$1,167",$705,,,,$335,$112,,$15,,,,FL,Okaloosa,Destin,,"$1,263","$1,263","$1,215",,,,,,,$48,,,,FL,Okaloosa,Destin,,$999,$999,$974,,,,,,,$25,,,,FL,Okaloosa,Destin,,$622,$622,$616,,,,,,,$6,,,
FL,Orange,Orange Co.,9/26/08,,"$17,046","$17,046","$3,605",,,,"$1,206",,$208,$198,,"$11,829",,FL,Orange,Orange Co.,,"$10,288","$10,288","$2,527",,,,$869,,$182,$63,,"$6,647",,FL,Orange,Orange Co.,,"$13,850","$13,850","$13,303",,,,,,$231,$316,,,,FL,Orange,Orange Co.,,"$6,856","$6,856","$6,588",,,,,,$189,$79,,,,FL,Orange,Orange Co.,,"$3,313","$3,313","$3,224",,,,,,$41,$48,,,
FL,Orange,Ocoee,9/27/08,,"$24,627","$18,495","$3,969","$1,554","$4,578",,"$1,560",,$636,$501,,"$11,829",,FL,Orange,Ocoee,,"$17,200","$12,093","$2,749","$1,294","$3,813",,"$1,560",,$636,$501,,"$6,647",,FL,Orange,Ocoee,,"$9,309","$7,261","$6,461",$519,"$1,529",,,,$470,$330,,,,FL,Orange,Ocoee,,"$7,756","$5,708","$4,908",$519,"$1,529",,,,$470,$330,,,,FL,Orange,Ocoee,,"$6,177","$4,129","$3,329",$519,"$1,529",,,,$470,$330,,,
FL,Orange,Orlando,9/27/08,,"$17,416","$14,879","$2,900",,"$2,537",,,,$150,,,"$11,829",,FL,Orange,Orlando,,"$10,732","$8,804","$2,037",,"$1,928",,,,$120,,,"$6,647",,FL,Orange,Orlando,,"$11,143","$10,737","$10,477",,$406,,,,$260,,,,,FL,Orange,Orlando,,"$4,510","$4,104","$3,844",,$406,,,,$260,,,,,FL,Orange,Orlando,,"$2,826","$2,420","$2,160",,$406,,,,$260,,,,
FL,Orange,Winter Garden,10/1/08,,"$22,502","$19,157","$6,057","$1,310","$2,035",,$671,,$340,$260,,"$11,829",,FL,Orange,Winter Garden,,"$14,284","$11,498","$4,253","$1,091","$1,695",,$598,,,,,"$6,647",,FL,Orange,Winter Garden,,"$13,418","$12,301","$11,191",$438,$680,,,,$610,$500,,,,FL,Orange,Winter Garden,,"$8,764","$7,647","$6,537",$438,$680,,,,$610,$500,,,,FL,Orange,Winter Garden,,"$4,282","$3,165","$2,055",$438,$680,,,,$610,$500,,,
FL,Osceola,Osceola Co,10/1/08,,"$18,173","$18,173","$6,877",,,,$924,,$165,,,"$10,207",,FL,Osceola,Osceola Co,,"$11,685","$11,685","$4,126",,,,$679,,$165,,,"$6,715",,FL,Osceola,Osceola Co,,"$16,990","$16,990","$16,690",,,,,,$300,,,,,FL,Osceola,Osceola Co,,"$9,110","$9,110","$9,020",,,,,,$90,,,,,FL,Osceola,Osceola Co,,"$5,932","$5,932","$5,882",,,,,,$50,,,,
FL,Palm Beach,Palm Beach Co,9/27/08,,"$11,367","$11,367","$4,822",,,,"$1,540",$161,$528,$170,$148,"$3,998",,FL,Palm Beach,Palm Beach Co,,"$7,614","$7,614","$3,375",,,,"$1,778",$123,$248,$46,$113,"$1,931",,FL,Palm Beach,Palm Beach Co,,"$6,767","$6,767","$6,256",,,,,,$226,$71,$214,,,FL,Palm Beach,Palm Beach Co,,"$2,359","$2,359","$2,026",,,,,,$151,$64,$118,,,FL,Palm Beach,Palm Beach Co,,"$1,263","$1,263","$1,064",,,,,,$145,$5,$49,,
FL,Palm Beach,Palm Beach Gardens,9/27/08,,"$15,618","$11,327","$6,527",,,,"$3,649",$250,$559,$487,$148,"$3,998",,FL,Palm Beach,Palm Beach Gardens,,"$10,733","$10,733","$4,629",,,,"$2,901",$148,$462,$549,$113,"$1,931",,FL,Palm Beach,Palm Beach Gardens,,"$12,016","$12,016","$11,087",,,,,,$463,$252,$214,,,FL,Palm Beach,Palm Beach Gardens,,"$3,344","$3,344","$2,745",,,,,,$261,$220,$118,,,FL,Palm Beach,Palm Beach Gardens,,"$1,915","$1,915","$1,432",,,,,,$414,$20,$49,,
FL,Pasco,Pasco Co,9/27/08,,"$21,119","$16,828","$10,302","$1,561","$2,730",,$892,$145,$420,,,"$4,828",$241,FL,Pasco,Pasco Co,,"$12,918","$10,804","$7,564",$769,"$1,345",,$627,$97,$420,,,"$1,855",$241,FL,Pasco,Pasco Co,,"$10,310","$9,667","$8,877",$234,$410,,,,$549,,,,$241,FL,Pasco,Pasco Co,,"$4,586","$3,943","$3,153",$234,$410,,,,$549,,,,$241,FL,Pasco,Pasco Co,,"$4,584","$3,941","$3,151",$234,$410,,,,$549,,,,$241
FL,Pinellas,Pinellas Co,9/27/08,,"$2,418","$2,066","$2,066",$352,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,596","$1,420","$1,420",$176,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$3,683","$3,627","$3,627",$56,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$2,823","$2,767","$2,767",$56,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,470","$1,414","$1,414",$56,,,,,,,,,
FL,Polk,Polk Co,9/27/08,,"$11,821","$11,821","$6,247",,,,$456,$203,$322,$287,,"$4,171",$135,FL,Polk,Polk Co,,"$9,512","$9,512","$5,666",,,,$348,$149,$261,$179,,"$2,835",$74,FL,Polk,Polk Co,,"$10,271","$10,271","$8,551",,,,,,$190,"$1,010",,,$520,FL,Polk,Polk Co,,"$9,521","$9,521","$7,561",,,,,,$190,"$1,570",,,$200,FL,Polk,Polk Co,,"$1,645","$1,645","$1,455",,,,,,$30,$90,,,$70
FL,Polk,Lakeland,10/1/08,,"$14,299","$14,299","$6,247",,,,"$2,707",,$448,$591,,"$4,171",$135,FL,Polk,Lakeland,,"$11,455","$11,455","$5,666",,,,"$2,123",,$314,$445,,"$2,835",$72,FL,Polk,Lakeland,,"$10,413","$10,413","$8,551",,,,,,$561,$781,,,$520,FL,Polk,Lakeland,,"$8,418","$8,418","$7,561",,,,,,$307,$350,,,$200,FL,Polk,Lakeland,,"$1,805","$1,805","$1,455",,,,,,$110,$170,,,$70
FL,Putnam,Putnam Co,9/27/08,,"$7,023","$7,023","$2,290",,,,$227,,$159,,,"$4,347",,FL,Putnam,Putnam Co,,"$4,140","$4,140","$1,577",,,,$187,,$159,,,"$2,217",,FL,Putnam,Putnam Co,,"$1,550","$1,550","$1,280",,,,,,$270,,,,,FL,Putnam,Putnam Co,,"$2,953","$2,953","$2,683",,,,,,$270,,,,,FL,Putnam,Putnam Co,,"$1,568","$1,568","$1,338",,,,,,$230,,,,
FL,Santa Rosa,Santa Rosa Co,9/27/08,,"$2,090","$2,090","$2,090",,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,"$1,468","$1,468","$1,468",,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,"$3,611","$3,611","$3,611",,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,"$1,574","$1,574","$1,574",,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,"$1,331","$1,331","$1,331",,,,,,,,,,
FL,St Johns,St. Johns Co,9/30/08,,"$9,817","$9,817","$3,915",,,,$795,,$529,$198,$399,"$3,981",,FL,St Johns,St. Johns Co,,"$7,058","$7,058","$3,164",,,,$643,,$428,$160,$322,"$2,341",,FL,St Johns,St. Johns Co,,"$6,895","$6,895","$5,661",,,,,,$11,$406,$817,,,FL,St Johns,St. Johns Co,,"$5,520","$5,520","$4,904",,,,,,$114,$167,$335,,,FL,St Johns,St. Johns Co,,"$2,928","$2,928","$2,690",,,,,,$16,$74,$148,,
FL,St Lucie,St. Lucie Co,9/27/08,,"$9,222","$9,222","$2,232",,,,$494,$197,$505,$186,$376,"$5,232",,FL,St Lucie,St. Lucie Co,,"$5,476","$5,476","$1,626",,,,$440,$128,$102,$167,$336,"$2,677",,FL,St Lucie,St. Lucie Co,,"$4,531","$4,531","$2,745",,,,,,$468,$772,$546,,,FL,St Lucie,St. Lucie Co,,"$2,372","$2,372","$1,365",,,,,,$298,$286,$423,,,FL,St Lucie,St. Lucie Co,,$717,$717,$500,,,,,,$67,$54,$96,,
FL,Sarasota,Sarasota Co,9/27/08,,"$16,954","$12,203","$5,774","$2,720","$2,031",,"$2,348",$380,$339,$195,$339,"$2,032",$796,FL,Sarasota,Sarasota Co,,"$11,577","$8,251","$4,417","$1,904","$1,422",,"$1,794",$291,$259,$149,$259,$474,$608,FL,Sarasota,Sarasota Co,,"$14,443","$13,493","$11,319",$544,$406,,,,$442,$254,$441,,"$1,037",FL,Sarasota,Sarasota Co,,"$7,831","$6,881","$6,008",$544,$406,,,,$178,$102,$177,,$416,FL,Sarasota,Sarasota Co,,"$5,446","$4,496","$3,973",$544,$406,,,,$106,$61,$106,,$250
FL,Sarasota,North Port,9/27/08,,"$12,036","$12,036","$6,487",,,,"$2,163",$217,$639,$212,$217,"$2,032",$69,FL,Sarasota,North Port,,"$7,055","$7,055","$4,551",,,,$933,$291,$454,$150,$154,$474,$48,FL,Sarasota,North Port,,"$17,233","$17,233","$14,275",,,,,,"$1,770",$587,$601,,,FL,Sarasota,North Port,,"$9,010","$9,010","$7,461",,,,,,$927,$307,$315,,,FL,Sarasota,North Port,,"$5,686","$5,686","$4,714",,,,,,$581,$193,$198,,
FL,Seminole,Seminole Co,9/27/08,,"$6,251","$6,251","$1,025",,,,,$54,$172,,,"$5,000",,FL,Seminole,Seminole Co,,"$3,011","$3,011",$685,,,,,$54,$172,,,"$2,100",,FL,Seminole,Seminole Co,,"$2,901","$2,901","$2,741",,,,,,$160,,,,,FL,Seminole,Seminole Co,,"$1,944","$1,944","$1,872",,,,,,$72,,,,,FL,Seminole,Seminole Co,,$768,$768,$762,,,,,,$6,,,,
FL,Seminole,Altamonte Springs,9/27/08,,"$6,267","$6,267",$607,,,,$211,$91,$172,$186,,"$5,000",,FL,Seminole,Altamonte Springs,,"$3,120","$3,120",$421,,,,$168,$91,$172,$168,,"$2,100",,FL,Seminole,Altamonte Springs,,"$2,936","$2,936","$2,283",,,,,,$160,$493,,,,FL,Seminole,Altamonte Springs,,"$1,113","$1,113",$766,,,,,,$72,$275,,,,FL,Seminole,Altamonte Springs,,$537,$537,$442,,,,,,$6,$89,,,
FL,Seminole,Winter Springs,9/27/08,,"$10,823","$10,823","$3,167",,,,"$1,200",,$700,$356,$400,"$5,000",,FL,Seminole,Winter Springs,,"$6,979","$6,979","$2,224",,,,"$1,200",,$700,$356,$400,"$2,100",,FL,Seminole,Winter Springs,,"$7,015","$7,015","$4,298",,,,,,"$1,300",$492,$925,,,FL,Seminole,Winter Springs,,"$7,492","$7,492","$4,775",,,,,,"$1,300",$492,$925,,,FL,Seminole,Winter Springs,,"$6,121","$6,121","$3,404",,,,,,"$1,300",$492,$925,,
FL,Sumter,Sumter Co,9/27/08,,"$2,393","$2,393","$1,996",,,,,,$397,,,,,FL,Sumter,Sumter Co,,"$1,799","$1,799","$1,402",,,,,,$397,,,,,FL,Sumter,Sumter Co,,"$6,425","$6,425","$5,915",,,,,,$510,,,,,FL,Sumter,Sumter Co,,"$2,185","$2,185","$2,065",,,,,,$120,,,,,FL,Sumter,Sumter Co,,"$1,395","$1,395","$1,305",,,,,,$90,,,,
