State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other
WA,Clark,Vancouver,9/27/08,,"$8,539","$8,539","$1,883",,,,"$2,084",,,,,"$4,572",,WA,Clark,Vancouver,,"$6,413","$6,413","$1,322",,,,"$1,523",,,,,"$3,568",,WA,Clark,Vancouver,,"$8,451","$8,451","$8,451",,,,,,,,,,,WA,Clark,Vancouver,,"$2,167","$2,167","$2,167",,,,,,,,,,,WA,Clark,Vancouver,,"$1,372","$1,372","$1,372",,,,,,,,,,
WA,Cowlitz,Woodland,9/25/08,,"$12,446","$5,396",,"$2,800","$4,250",,"$1,116",,"$1,530",,,"$2,750",,WA,Cowlitz,Woodland,,"$3,432","$2,907",,$280,$245,,$831,,"$1,426",,,$650,,WA,Cowlitz,Woodland,,$933,$510,,$195,$228,,,,$510,,,,,WA,Cowlitz,Woodland,,$933,$510,,$195,$228,,,,$510,,,,,WA,Cowlitz,Woodland,,$933,$510,,$195,$228,,,,$510,,,,
WA,King,King Co,9/25/08,,"$5,574","$5,574","$1,715",,,,,,,,,"$3,859",,WA,King,King Co,,"$1,975","$1,975",$950,,,,,,,,,"$1,025",,WA,King,King Co,,,,varies,,,,,,,,,,,WA,King,King Co,,,,varies,,,,,,,,,,,WA,King,King Co,,,,varies,,,,,,,,,,
WA,King,Bellevue,9/25/08,,$415,$415,$415,,,,,,,,,,,WA,King,Bellevue,,$218,$218,$218,,,,,,,,,,,WA,King,Bellevue,,$707,$707,$707,,,,,,,,,,,WA,King,Bellevue,,$874,$874,$874,,,,,,,,,,,WA,King,Bellevue,,$588,$588,$588,,,,,,,,,,
WA,King,Bothell,9/25/08,,"$6,990","$3,438","$2,093","$2,071","$1,481",,"$1,345",,,,,,,WA,King,Bothell,,"$2,762","$2,033","$1,271",$482,$247,,$762,,,,,,,WA,King,Bothell,,"$3,867","$3,300","$3,300",$330,$237,,,,,,,,,WA,King,Bothell,,"$5,047","$4,480","$4,480",$330,$237,,,,,,,,,WA,King,Bothell,,"$3,527","$2,960","$2,960",$330,$237,,,,,,,,
WA,King,Issaquqh,9/25/08,,"$14,999","$14,999","$2,444",,,,"$6,169",,$622,$151,$118,"$5,495",,WA,King,Issaquqh,,"$7,234","$7,234","$1,500",,,,"$3,886",,$853,$125,$64,$806,,WA,King,Issaquqh,,"$7,410","$7,410","$5,990",,,,,,$640,$740,$40,,,WA,King,Issaquqh,,"$3,580","$3,580","$3,240",,,,,,$200,$100,$40,,,WA,King,Issaquqh,,"$2,470","$2,470","$2,130",,,,,,$200,$100,$40,,
WA,King,Kirkland,9/25/08,,"$15,244","$5,125","$3,432","$8,259","$1,860",$481,$612,,,,,$600,,WA,King,Kirkland,,"$5,744","$2,627","$2,012","$1,927","$1,190",$185,$430,,,,,,,WA,King,Kirkland,,"$5,824","$4,205","$4,020","$1,321",$298,$185,,,,,,,,WA,King,Kirkland,,"$8,444","$6,825","$6,640","$1,321",$298,$185,,,,,,,,WA,King,Kirkland,,"$7,094","$5,475","$5,290","$1,321",$298,$185,,,,,,,
WA,Kitsap,Kitsap Co,9/25/08,,"$2,165","$2,165",$571,,,,$539,,,,,"$1,055",,WA,Kitsap,Kitsap Co,,"$1,245","$1,245",$374,,,,$262,,,,,$609,,WA,Kitsap,Kitsap Co,,$811,$811,$811,,,,,,,,,,,WA,Kitsap,Kitsap Co,,$384,$384,$384,,,,,,,,,,,WA,Kitsap,Kitsap Co,,$197,$197,$197,,,,,,,,,,
WA,Pierce,Pierce Co,9/25/08,,"$4,954","$4,954","$1,759",,,,$335,,,,,"$2,860",,WA,Pierce,Pierce Co,,"$2,442","$2,442","$1,046",,,,$170,,,,,"$1,225",,WA,Pierce,Pierce Co,,"$2,151","$2,151","$2,151",,,,,,,,,,,WA,Pierce,Pierce Co,,"$1,795","$1,795","$1,795",,,,,,,,,,,WA,Pierce,Pierce Co,,"$1,582","$1,582","$1,582",,,,,,,,,,
WA,Skagit,Anacortes,9/25/08,,"$12,202","$2,655",$900,"$2,872","$6,675","$1,140",$615,,,,,,,WA,Skagit,Anacortes,,"$6,372","$2,655",$900,"$2,604","$1,113","$1,140",$615,,,,,,,WA,Skagit,Anacortes,,"$5,281","$3,753",,$460,"$1,068","$3,753",,,,,,,,WA,Skagit,Anacortes,,"$3,780","$2,252",,$460,"$1,068","$2,252",,,,,,,,WA,Skagit,Anacortes,,"$5,281","$3,753",,$460,"$1,068","$3,753",,,,,,,
WA,Skagit,Burlington,9/25/08,,"$12,888","$10,280","$3,834",,"$2,608",,$500,,$150,,,"$5,796",,WA,Skagit,Burlington,,"$12,206","$10,120","$3,834",,"$2,086",,$500,,$254,,,"$5,532",,WA,Skagit,Burlington,,"$4,981","$4,461","$3,834",,$520,,$400,,$227,,,,,WA,Skagit,Burlington,,"$4,981","$4,461","$3,834",,$520,,$400,,$227,,,,,WA,Skagit,Burlington,,"$4,981","$4,461","$3,834",,$520,,$400,,$227,,,,
WA,Snohomish,Snohomish Co,9/25/08,,"$7,329","$7,329","$2,369",,,,$544,,,,,"$4,416",,WA,Snohomish,Snohomish Co,,"$4,495","$4,495","$1,663",,,,$376,,,,,"$2,456",,WA,Snohomish,Snohomish Co,,"$9,035","$9,035","$9,035",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$2,318","$2,318","$2,318",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$1,467","$1,467","$1,467",,,,,,,,,,
WA,Thurston,Olympia,9/25/08,,"$10,484","$10,484","$2,228",,,,"$2,896",,$318,,,"$5,042",,WA,Thurston,Olympia,,"$5,027","$5,027","$1,283",,,,"$1,752",,$159,,,"$1,833",,WA,Thurston,Olympia,,"$3,749","$3,749","$3,590",,,,,,$159,,,,,WA,Thurston,Olympia,,"$5,249","$5,249","$5,090",,,,,,$159,,,,,WA,Thurston,Olympia,,"$2,919","$2,919","$2,760",,,,,,$159,,,,
WA,Thurston,Tumwater,9/25/08,,"$10,043","$6,594","$1,083",,"$3,449",,"$1,863",,$203,,,"$3,445",,WA,Thurston,Tumwater,,"$3,880","$3,808",$703,,$72,,$603,,$101,,,"$2,401",,WA,Thurston,Tumwater,,"$2,403","$1,851","$1,750",,$552,,,,$101,,,,,WA,Thurston,Tumwater,,"$3,723","$3,171","$3,070",,$552,,,,$101,,,,,WA,Thurston,Tumwater,,"$2,183","$1,631","$1,530",,$552,,,,$101,,,,
WA,Whatcom,Bellingham,9/25/08,,"$19,177","$8,591","$1,894","$5,050","$5,536",$678,"$4,808",,,,,"$1,211",,WA,Whatcom,Bellingham,,"$7,188","$5,452",$755,"$1,163",$573,$452,"$3,524",,,,,$721,,WA,Whatcom,Bellingham,,"$3,200","$1,507",,$808,$886,"$1,507",,,,,,,,WA,Whatcom,Bellingham,,"$5,388","$3,694","$2,790",$808,$886,$904,,,,,,,,WA,Whatcom,Bellingham,,"$5,040","$3,347","$1,840",$808,$886,"$1,507",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Jefferson,Jefferson Co,9/16/09,,"$13,070","$13,070",,,,,$752,,$698,$262,,"$11,358",,WV,Jefferson,Jefferson Co,,"$7,594","$7,594",,,,,$566,,$525,$197,,"$6,306",,WV,Jefferson,Jefferson Co,,"$1,740","$1,740",,,,,,,"$1,653",$87,,,,WV,Jefferson,Jefferson Co,,$577,$577,,,,,,,$548,$29,,,,WV,Jefferson,Jefferson Co,,$356,$356,,,,,,,$338,$18,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,Dane,Fitchburg,9/25/08,,"$4,775","$4,775",,,,,"$4,275",,$500,,,,,WI,Dane,Fitchburg,,"$4,404","$4,404",,,,,"$3,904",,$500,,,,,WI,Dane,Fitchburg,,$100,$100,,,,,,,$100,,,,,WI,Dane,Fitchburg,,$100,$100,,,,,,,$100,,,,,WI,Dane,Fitchburg,,$125,$125,,,,,,,$125,,,,
WI,Jefferson,Oconomowoc,9/26/08,,"$4,807","$1,706",$97,$850,"$2,251",,"$1,232",,$205,$172,,,,WI,Jefferson,Oconomowoc,,"$2,135","$1,562",$97,$198,$375,,"$1,232",,$125,$108,,,,WI,Jefferson,Oconomowoc,,"$1,297",$801,$377,$136,$360,,,,$212,$212,,,,WI,Jefferson,Oconomowoc,,"$1,257",$761,$337,$136,$360,,,,$212,$212,,,,WI,Jefferson,Oconomowoc,,$852,$356,$166,$136,$360,,,,$96,$94,,,
WI,Ozaukee,Cedarburg,9/26/08,,"$5,653","$3,772",,"$1,332",$549,,"$2,272",$684,,$816,,,,WI,Ozaukee,Cedarburg,,"$3,865","$2,211",,"$1,332",$322,,"$1,332",$401,,$478,,,,WI,Ozaukee,Cedarburg,,"$2,371","$2,070",,$213,$88,,,,,"$2,070",,,,WI,Ozaukee,Cedarburg,,"$2,371","$2,070",,$213,$88,,,,,"$2,070",,,,WI,Ozaukee,Cedarburg,,"$2,371","$2,070",,$213,$88,,,,,"$2,070",,,
WI,St Croix,Hudson,9/26/08,,"$2,839","$1,297",,"$1,177",$365,$785,,$512,,,,,,WI,St Croix,Hudson,,"$1,775",$469,,$941,$365,$366,,$102,,,,,,WI,St Croix,Hudson,,"$2,560",$673,,"$1,440",$447,$673,,,,,,,,WI,St Croix,Hudson,,"$1,536",$404,,$864,$268,$404,,,,,,,,WI,St Croix,Hudson,,"$2,560",$673,,"$1,440",$447,$673,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
